vehicle_model,mileage,maintenance_history,reported_issues,vehicle_age,fuel_type,transmission_type,engine_size,odometer_reading,last_service_date,warranty_expiry_date,owner_type,insurance_premium,service_history,accident_history,fuel_efficiency,tire_condition,brake_condition,battery_status,need_maintenance
Bus,76740,Good,5,1,Electric,Manual,1500,33537,2023-08-16,2024-11-27,Third,5898,6,1,19.45552464,Good,New,Good,1
Bus,71952,Good,3,10,Diesel,Manual,800,67069,2024-02-28,2025-06-21,First,19758,3,3,18.26477286,New,Worn Out,New,1
Suv,53585,Average,0,3,Petrol,Manual,2500,4716,2024-02-23,2025-03-30,Third,19416,2,1,11.86420229,Worn Out,Good,Good,0
Truck,65337,Good,2,1,Petrol,Automatic,1000,61391,2023-04-08,2025-05-30,Second,21215,10,2,15.84615194,Worn Out,Worn Out,Good,1
Truck,55552,Good,0,8,Petrol,Manual,800,94966,2023-12-30,2025-09-04,First,9459,10,3,11.63570675,Good,Worn Out,New,1
Bus,46910,Good,5,1,Diesel,Automatic,1000,128852,2023-06-19,2024-06-16,First,12801,8,1,12.78474985,New,Worn Out,Weak,1
Suv,60806,Poor,3,9,Petrol,Manual,1500,9898,2023-12-16,2024-10-15,First,15959,8,2,17.33342642,Good,New,Good,1
Car,50950,Good,0,3,Petrol,Manual,2500,39116,2023-10-04,2025-02-18,First,11564,4,1,19.26290992,Worn Out,Good,Good,0
Suv,63912,Poor,5,5,Petrol,Manual,1500,136246,2023-05-18,2024-07-31,Third,22471,4,1,17.49669548,New,Worn Out,New,1
Truck,56780,Average,5,8,Diesel,Automatic,1500,12970,2023-05-03,2025-09-15,First,24409,1,0,19.5557918,Worn Out,Worn Out,New,1
Car,79610,Good,4,2,Petrol,Manual,800,132715,2023-04-26,2025-01-02,Second,22475,4,2,17.70408762,New,Good,Weak,1
Suv,67394,Poor,4,7,Petrol,Manual,1000,83080,2023-10-11,2024-12-08,Third,23660,9,1,13.19515721,New,Good,Weak,1
Van,63165,Poor,0,4,Petrol,Manual,800,61722,2023-04-26,2025-10-16,Third,22846,9,0,11.27309314,New,Worn Out,New,1
Car,30514,Good,5,8,Diesel,Automatic,1000,8243,2023-07-24,2024-08-29,Second,17263,6,1,14.33832038,Worn Out,Worn Out,New,1
Suv,50105,Poor,0,2,Diesel,Automatic,2500,17610,2023-11-28,2025-02-19,Third,5867,4,0,12.36743662,New,Worn Out,New,1
Motorcycle,69055,Poor,1,9,Diesel,Automatic,800,56578,2024-01-31,2025-03-24,Third,12337,5,3,15.19369215,Good,Good,Weak,1
Bus,57968,Good,0,8,Petrol,Automatic,2000,109582,2024-02-26,2024-06-01,Third,13963,7,1,16.46894545,New,Good,New,0
Bus,35221,Good,2,3,Diesel,Manual,1500,10601,2024-02-03,2025-09-16,Third,13903,6,3,17.82206832,Good,Good,Weak,1
Van,42068,Average,1,6,Petrol,Manual,2000,1617,2023-12-27,2024-12-13,Second,16698,6,2,17.11924543,Good,Worn Out,Weak,1
Bus,71339,Good,3,4,Electric,Manual,800,67205,2023-07-20,2025-04-06,Third,18413,8,1,10.51628613,Worn Out,Good,New,0
Suv,69012,Poor,2,1,Electric,Manual,1500,35780,2023-07-06,2026-01-09,First,22696,10,0,10.09863401,Good,Good,New,1
Motorcycle,76172,Poor,0,6,Diesel,Manual,800,18764,2023-04-04,2026-02-15,Third,26416,9,3,10.94467162,New,Worn Out,New,1
Suv,73096,Average,2,2,Diesel,Manual,1500,23591,2023-07-02,2025-11-12,Third,19611,9,2,10.83300952,New,Good,Weak,1
Car,55941,Poor,5,4,Petrol,Automatic,1500,52655,2023-06-01,2026-03-20,First,18204,9,1,14.53633257,New,Good,Weak,1
Bus,52054,Average,3,1,Petrol,Automatic,1500,1410,2023-04-04,2025-12-17,First,20770,4,0,16.62808928,New,New,Good,1
Truck,79270,Poor,4,10,Electric,Automatic,800,66780,2023-07-01,2026-01-27,First,11120,5,3,18.37114081,Good,Worn Out,New,1
Van,58580,Poor,4,10,Diesel,Manual,2000,59337,2024-01-23,2025-06-09,Third,10148,9,2,10.8434823,Good,Worn Out,Weak,1
Bus,74319,Good,4,3,Diesel,Automatic,2000,47725,2023-09-24,2025-07-24,Third,9823,9,2,17.2814051,Good,New,Good,1
Car,53911,Average,2,2,Electric,Manual,1000,93995,2023-10-06,2025-08-24,First,11862,1,1,18.65736401,Good,New,Good,0
Truck,68339,Good,2,6,Petrol,Automatic,1000,148313,2023-10-19,2026-02-28,First,12735,4,0,11.940936,New,Worn Out,Good,1
Bus,60906,Good,5,10,Electric,Automatic,2000,64298,2023-11-12,2024-05-16,First,21329,2,1,10.25066179,Good,New,Weak,1
Bus,40241,Average,0,8,Diesel,Automatic,1000,89395,2024-02-23,2024-12-26,Third,19933,2,1,19.27159744,Worn Out,Worn Out,Weak,1
Car,43722,Poor,4,2,Petrol,Automatic,1500,133401,2023-08-27,2025-07-15,Third,7874,8,3,13.51139582,Good,Good,Weak,1
Bus,32088,Poor,3,3,Diesel,Automatic,2000,11317,2023-06-26,2024-07-28,Second,23630,8,2,12.9484263,Good,Worn Out,Weak,1
Motorcycle,39964,Average,3,6,Diesel,Automatic,2000,105737,2023-08-23,2025-05-30,Second,28633,9,3,19.879914,Worn Out,New,Weak,1
Van,76388,Poor,0,2,Electric,Automatic,1500,100179,2024-02-09,2025-05-13,Second,8186,4,1,10.20380729,New,Good,New,0
Suv,60746,Poor,2,9,Diesel,Manual,1500,47382,2023-10-12,2025-02-25,Third,7609,6,1,16.48258966,Good,Worn Out,New,1
Van,51565,Good,4,8,Electric,Manual,800,12787,2023-10-04,2025-01-13,First,11359,5,3,14.32587799,Worn Out,New,Good,1
Motorcycle,78780,Good,0,6,Petrol,Manual,800,33570,2024-01-27,2025-08-07,Third,12890,5,2,18.14839934,New,Good,New,0
Car,70818,Good,0,4,Diesel,Manual,2000,64052,2023-05-04,2025-12-16,Third,9318,4,0,17.56586804,New,Good,New,0
Van,48075,Good,1,2,Diesel,Manual,2000,79553,2023-11-15,2025-11-15,Third,16707,3,3,12.76199152,New,New,Good,0
Motorcycle,71445,Poor,0,6,Petrol,Automatic,1500,22521,2023-12-06,2024-05-11,First,20599,3,3,10.43762617,New,Good,Weak,1
Motorcycle,71711,Poor,0,9,Electric,Automatic,800,121836,2023-12-16,2025-03-17,Second,21307,2,2,15.11671258,New,Good,New,0
Motorcycle,54689,Good,4,9,Diesel,Manual,2000,100219,2023-04-24,2024-08-13,First,19041,7,3,10.79391174,Good,New,Good,1
Motorcycle,64993,Average,2,1,Electric,Automatic,1500,40759,2024-01-27,2025-03-19,Third,22099,1,0,14.16954082,Worn Out,Worn Out,New,1
Motorcycle,37779,Good,0,1,Diesel,Manual,1500,72696,2024-02-15,2024-10-05,Second,17855,10,3,16.20202263,Good,Worn Out,New,1
Truck,56385,Good,1,5,Petrol,Automatic,800,97041,2023-05-13,2025-02-27,Second,18557,1,3,16.76571544,Worn Out,New,Good,0
Motorcycle,41515,Average,1,9,Electric,Manual,1000,13912,2024-02-11,2024-12-16,Third,16812,8,0,10.91150681,Worn Out,Good,Weak,1
Truck,47717,Good,5,8,Petrol,Manual,1000,54261,2023-08-16,2025-06-26,Third,24608,9,2,14.60103136,Good,New,Weak,1
Motorcycle,70219,Poor,1,1,Electric,Manual,800,129323,2023-07-13,2024-08-13,Second,21839,10,2,17.1716906,Worn Out,Worn Out,Weak,1
Bus,32343,Poor,4,6,Electric,Manual,1500,125139,2023-08-05,2025-05-07,Third,15133,2,2,14.08683357,Good,Good,Weak,1
Suv,33996,Poor,2,8,Electric,Manual,800,89565,2023-09-05,2026-01-12,Second,15493,3,3,15.43528724,Worn Out,Worn Out,Good,1
Bus,50983,Average,4,1,Electric,Manual,1500,85329,2023-05-13,2025-12-02,Second,22263,10,1,12.35959136,Good,Worn Out,Good,1
Motorcycle,65082,Good,0,3,Electric,Manual,800,97142,2024-01-25,2025-10-15,First,13653,8,1,19.76051383,Worn Out,New,Good,0
Truck,64983,Good,2,4,Electric,Automatic,2500,9017,2023-12-10,2026-02-08,Second,11425,3,0,10.57269315,Worn Out,Worn Out,Weak,1
Motorcycle,58881,Average,5,8,Petrol,Manual,2000,9095,2023-08-03,2025-10-18,Third,9645,7,0,11.56520113,Good,Worn Out,New,1
Car,50262,Good,5,8,Electric,Automatic,1500,86626,2023-09-30,2024-05-28,Third,26466,9,3,16.55747237,Good,New,Good,1
Suv,42619,Average,4,9,Diesel,Manual,2500,9031,2023-07-07,2024-06-05,First,7617,10,2,14.24374461,Good,Good,Good,1
Car,36429,Good,1,10,Electric,Automatic,1500,30031,2023-05-14,2024-12-13,Third,21054,7,3,14.28738866,Worn Out,New,Good,0
Suv,52827,Good,0,2,Petrol,Manual,2500,133428,2023-11-06,2026-01-04,Third,15416,5,2,19.12474004,Good,Good,New,0
Suv,56631,Average,1,9,Petrol,Manual,800,109720,2023-06-30,2025-08-09,Second,12250,10,0,13.42387049,New,Worn Out,New,1
Car,53347,Good,1,2,Petrol,Automatic,800,115570,2023-09-20,2024-10-26,Second,17849,5,1,14.66262767,New,Worn Out,New,1
Truck,37870,Poor,2,7,Diesel,Automatic,1500,104602,2023-05-23,2025-04-09,First,7469,8,0,16.03986136,New,Good,Good,1
Car,72112,Good,5,5,Petrol,Automatic,1500,123359,2024-02-02,2025-03-29,First,12390,8,0,19.87597137,New,Good,Good,1
Car,58636,Good,0,9,Diesel,Manual,1500,77846,2023-12-27,2025-04-09,First,21446,7,0,16.41209031,New,Worn Out,New,1
Truck,55499,Poor,1,3,Petrol,Manual,800,137606,2023-06-04,2025-06-26,Second,21898,5,2,15.72393928,New,New,Weak,1
Bus,79290,Average,2,3,Electric,Manual,800,53759,2023-12-26,2024-12-13,Third,18757,8,1,11.57043976,New,New,New,0
Motorcycle,70385,Average,1,3,Electric,Automatic,800,73148,2024-01-11,2024-08-11,Third,20374,9,2,12.76420817,Worn Out,New,Weak,1
Bus,42153,Poor,3,5,Diesel,Manual,1000,113304,2023-12-04,2024-10-12,Second,15262,3,2,16.27997614,New,Worn Out,Weak,1
Van,35212,Good,1,7,Petrol,Manual,800,88534,2023-05-24,2024-06-13,Second,6953,5,1,17.96798083,Good,New,New,0
Bus,56879,Average,5,7,Petrol,Automatic,2000,103753,2023-10-17,2026-01-13,Third,8845,6,0,15.8746099,Worn Out,Worn Out,Good,1
Bus,76919,Poor,0,7,Petrol,Automatic,1500,98860,2023-07-17,2024-05-24,Second,26389,6,0,11.11241867,Worn Out,Worn Out,New,1
Bus,64157,Average,2,7,Petrol,Automatic,1000,79783,2024-02-08,2026-03-19,First,6394,3,0,15.2374272,Good,Worn Out,Good,1
Truck,79937,Average,2,4,Diesel,Automatic,1000,122056,2023-12-04,2024-06-13,Third,9368,10,2,19.90166184,Good,Good,Good,1
Van,32054,Poor,0,7,Electric,Automatic,800,57238,2023-07-04,2025-08-14,First,7471,8,3,15.18649838,Good,Worn Out,Good,1
Car,72138,Poor,3,6,Electric,Automatic,2000,7462,2023-08-03,2026-03-17,Second,26583,4,2,14.08682508,Good,Worn Out,New,1
Car,74569,Poor,3,1,Diesel,Automatic,2000,109908,2023-12-30,2024-08-24,Second,17139,8,3,17.8503567,Worn Out,New,New,1
Bus,47657,Poor,2,8,Electric,Automatic,2000,44886,2023-11-20,2024-07-31,First,19770,8,3,10.53724692,Worn Out,New,New,1
Van,74865,Good,5,4,Electric,Automatic,1000,13172,2023-07-07,2024-10-13,First,11149,9,3,16.0642904,Good,Worn Out,New,1
Truck,72360,Poor,0,6,Petrol,Automatic,2500,141831,2023-10-05,2024-11-02,Third,20168,3,2,11.86595924,Good,Good,Good,0
Car,75145,Average,5,10,Petrol,Automatic,2000,97870,2023-04-09,2025-10-03,Second,21305,2,3,10.96042603,Good,New,Weak,1
Suv,53378,Average,0,2,Petrol,Manual,1500,22602,2023-11-15,2025-11-11,Third,8651,5,1,15.91555434,New,New,New,0
Bus,47872,Average,1,6,Electric,Manual,1500,71966,2024-02-03,2024-09-20,First,27713,5,1,18.63992341,New,Worn Out,Good,1
Car,46154,Average,5,4,Petrol,Manual,1000,119314,2024-02-28,2026-02-09,Third,6546,2,0,13.66947793,Good,Worn Out,Good,1
Bus,63254,Poor,4,6,Petrol,Manual,1500,107408,2023-10-14,2025-04-19,Second,15531,5,0,10.76152758,Good,Worn Out,New,1
Bus,52097,Average,1,5,Electric,Automatic,1000,135903,2023-05-09,2025-04-25,First,24059,4,3,15.34504709,New,New,Weak,1
Truck,39658,Average,1,3,Diesel,Automatic,800,91765,2023-08-04,2024-10-11,Third,9156,9,2,10.43117918,Worn Out,New,New,1
Suv,48523,Good,4,5,Petrol,Manual,1000,117296,2023-08-07,2024-10-01,First,23026,3,2,18.2898525,Good,New,Good,1
Truck,73116,Good,0,10,Diesel,Manual,1500,139404,2024-02-06,2025-01-09,First,15536,3,3,13.40452584,New,Worn Out,New,1
Truck,37503,Good,0,6,Diesel,Automatic,800,88134,2023-10-03,2025-09-23,Second,19629,6,3,18.80973082,Good,Good,Weak,1
Suv,44092,Poor,1,9,Petrol,Manual,1500,67024,2023-11-26,2025-10-22,Second,26538,8,2,11.9781099,Good,Worn Out,New,1
Truck,37857,Good,3,7,Diesel,Manual,1500,118631,2023-05-27,2025-06-10,First,17135,10,2,18.12572652,Worn Out,Worn Out,Weak,1
Van,65094,Poor,4,4,Electric,Automatic,1000,13534,2023-09-04,2024-09-15,First,5962,3,1,16.43973322,Worn Out,Worn Out,Weak,1
Suv,73331,Good,5,6,Diesel,Manual,1000,35759,2023-04-17,2025-09-02,Third,9254,10,0,17.97558608,Good,Worn Out,New,1
Truck,50057,Average,3,3,Electric,Manual,1500,90229,2023-07-22,2024-08-20,Second,24872,5,0,12.40984105,New,New,Weak,1
Van,34146,Poor,3,4,Electric,Automatic,2000,20101,2023-09-15,2025-02-19,First,12509,3,2,12.21256252,Good,Worn Out,Weak,1
Van,77225,Good,3,4,Diesel,Automatic,2000,66153,2023-04-11,2025-01-27,Second,5006,6,3,13.72285957,New,Worn Out,New,1
Car,56025,Average,2,10,Diesel,Automatic,2500,146179,2023-04-07,2025-10-08,Second,18696,2,1,17.87415877,Worn Out,Good,Good,0
Bus,60351,Good,1,6,Petrol,Automatic,800,120627,2023-12-15,2025-04-25,Second,24324,1,2,11.52864746,Worn Out,New,Weak,1
Car,68806,Average,2,4,Petrol,Manual,1500,112526,2023-12-26,2026-02-11,Second,27694,9,1,12.44198196,Worn Out,Worn Out,New,1
Truck,62646,Poor,4,3,Petrol,Automatic,800,87026,2023-12-05,2024-05-29,First,18685,2,1,15.28117113,New,Worn Out,New,1
Bus,59402,Average,4,3,Petrol,Automatic,1500,5780,2023-11-24,2024-08-27,First,11257,7,1,18.89747469,New,Worn Out,Good,1
Truck,45484,Good,4,4,Electric,Manual,1500,31908,2023-06-12,2025-03-06,Third,22919,5,0,12.00795378,New,New,Weak,1
Truck,62905,Average,0,1,Diesel,Manual,1000,2004,2024-02-09,2025-08-11,Second,10497,3,2,13.03381582,New,Worn Out,New,1
Suv,79096,Good,3,4,Diesel,Manual,1500,63133,2023-08-16,2026-01-25,Third,6455,5,2,19.85917805,New,New,New,0
Van,49180,Poor,2,10,Petrol,Automatic,2000,38635,2023-08-01,2024-07-21,First,17736,10,2,19.24046763,Good,Worn Out,Weak,1
Van,53622,Poor,2,4,Electric,Automatic,800,113167,2023-09-17,2025-11-15,First,6618,9,1,18.11520261,Worn Out,Worn Out,Weak,1
Motorcycle,78756,Average,5,5,Petrol,Manual,2000,9150,2023-06-29,2025-05-12,First,27090,3,1,14.948348,Good,New,Weak,1
Suv,55770,Average,4,6,Petrol,Manual,1500,115076,2023-12-22,2024-11-22,Third,14939,1,1,10.52604688,New,New,New,1
Truck,63108,Average,5,5,Electric,Manual,800,51714,2024-01-21,2025-07-18,Third,12160,1,0,14.71146459,New,Worn Out,New,1
Van,60281,Good,0,4,Petrol,Automatic,2500,145246,2023-06-19,2025-12-03,Second,13387,7,1,14.36549755,Worn Out,Worn Out,Weak,1
Truck,33381,Average,2,4,Electric,Automatic,800,94878,2023-10-04,2026-02-16,Second,10377,2,3,13.52696757,New,Worn Out,Good,1
Truck,63543,Good,2,5,Petrol,Automatic,1500,83760,2024-02-17,2025-10-08,Second,26406,2,2,15.4153714,Worn Out,New,New,0
Suv,79710,Good,0,8,Electric,Manual,2500,131010,2023-04-26,2025-12-05,First,21480,4,1,11.7754263,New,Good,Good,0
Car,72678,Good,3,1,Electric,Automatic,2000,24405,2023-05-24,2024-06-04,Second,15249,6,3,19.0682973,Good,Good,New,0
Car,48162,Average,0,4,Diesel,Manual,1000,127875,2023-10-21,2025-05-13,First,20562,3,3,14.91822697,Good,Worn Out,Weak,1
Bus,36419,Poor,4,8,Petrol,Automatic,800,85243,2023-10-03,2024-05-10,Third,16213,3,1,10.09485501,Worn Out,Worn Out,New,1
Car,74306,Average,5,1,Petrol,Automatic,800,68713,2023-04-20,2025-01-09,Third,29442,6,3,16.05893689,Worn Out,New,Good,1
Car,34164,Poor,2,1,Diesel,Manual,1500,71909,2023-10-14,2026-03-27,Third,19677,6,0,16.6211387,Worn Out,Worn Out,Good,1
Motorcycle,58783,Poor,1,5,Electric,Automatic,2000,55050,2023-08-15,2026-01-24,Third,18425,7,1,17.38200019,Good,Good,Good,0
Bus,30559,Poor,4,5,Petrol,Automatic,800,3158,2023-08-01,2025-03-14,First,19323,5,2,13.27883052,Worn Out,Worn Out,New,1
Truck,71720,Average,3,5,Petrol,Manual,800,7675,2023-07-03,2024-11-12,First,12798,9,3,12.75931443,Worn Out,New,Good,1
Van,37075,Poor,0,8,Electric,Manual,1500,61632,2023-10-10,2024-10-20,Second,11032,5,2,19.29483659,Worn Out,Good,New,0
Bus,63524,Good,1,3,Petrol,Automatic,1000,38918,2023-09-07,2024-08-29,First,17358,1,2,11.53381995,Worn Out,Good,New,0
Truck,33413,Poor,3,4,Diesel,Automatic,1500,43827,2024-01-06,2025-11-03,Third,29992,8,1,17.40860287,New,Worn Out,Good,1
Car,36538,Poor,2,6,Diesel,Manual,2000,78328,2023-05-25,2025-02-24,First,11735,1,0,10.86270076,Worn Out,Good,Weak,1
Suv,70002,Good,0,2,Diesel,Automatic,1500,95744,2023-04-29,2024-05-16,Third,21843,4,1,19.7389302,Worn Out,Good,Weak,1
Suv,39374,Average,1,9,Petrol,Manual,2000,121824,2024-01-23,2024-12-23,Third,14912,7,2,11.21850296,New,Worn Out,New,1
Truck,52112,Good,4,3,Petrol,Automatic,1000,105814,2023-04-15,2024-10-31,Third,24330,3,1,16.98087366,Worn Out,Good,New,1
Car,46051,Poor,4,3,Diesel,Automatic,1500,34911,2024-01-30,2025-11-17,Third,5455,5,2,13.49106301,Good,New,New,1
Truck,41741,Average,4,8,Electric,Automatic,2500,121868,2023-04-04,2025-10-21,Second,19796,6,1,11.82147941,New,New,Weak,1
Car,46449,Average,4,1,Petrol,Automatic,800,116018,2024-01-06,2025-01-15,Third,23367,5,3,13.43702917,New,New,Weak,1
Van,66421,Average,3,8,Diesel,Manual,800,49902,2023-03-30,2025-06-01,Second,29415,10,1,16.55917776,New,Good,Good,1
Van,32851,Average,3,2,Electric,Automatic,2500,51597,2023-12-03,2025-10-15,First,20446,2,2,13.60078219,New,Worn Out,Good,1
Car,49870,Average,0,6,Diesel,Manual,2500,24408,2023-05-05,2025-01-03,Third,26978,4,2,15.10305763,Good,Good,Weak,1
Motorcycle,46457,Poor,5,10,Petrol,Automatic,1000,74656,2023-10-13,2024-06-26,First,8332,8,3,13.61558132,Worn Out,Good,Good,1
Truck,56915,Good,1,10,Diesel,Automatic,2000,109391,2023-10-17,2026-03-13,Third,21212,6,1,11.40077465,Worn Out,Worn Out,Good,1
Suv,69958,Good,3,10,Petrol,Automatic,2500,50181,2023-05-14,2024-05-25,Second,17413,5,3,13.49101511,New,New,Good,0
Suv,41070,Good,3,1,Electric,Automatic,1000,13340,2023-09-04,2024-10-17,Second,22019,5,2,18.88206567,New,Good,New,0
Truck,78113,Good,3,10,Petrol,Manual,1000,87999,2023-05-27,2025-11-11,Second,5290,3,0,16.8445274,Good,Worn Out,Good,1
Suv,51626,Good,1,8,Diesel,Manual,1500,21083,2023-08-11,2025-10-16,Third,12043,6,2,18.58370394,Good,Good,New,0
Car,37396,Poor,0,5,Diesel,Manual,2000,43969,2023-07-08,2025-05-03,First,12321,8,1,11.21616192,New,Worn Out,New,1
Bus,49947,Average,5,3,Diesel,Automatic,2500,26891,2023-10-19,2024-06-25,Third,27280,5,1,16.83663153,Good,New,Good,1
Motorcycle,71855,Good,4,5,Petrol,Automatic,1500,100553,2023-04-13,2026-01-15,Third,14099,6,0,12.02725706,New,Good,New,1
Van,50249,Average,2,7,Diesel,Manual,2500,80019,2024-02-05,2025-05-12,Second,19289,2,2,15.95441368,New,Worn Out,New,1
Suv,44209,Poor,4,1,Diesel,Automatic,800,71374,2024-02-21,2024-08-30,Second,8525,10,0,10.95266261,Worn Out,Worn Out,Good,1
Truck,50770,Average,5,4,Diesel,Manual,800,50240,2023-07-18,2025-03-05,Second,21333,1,1,13.14493454,Good,Good,Weak,1
Bus,62186,Average,0,10,Petrol,Manual,2000,96954,2023-05-18,2026-03-15,First,11967,2,3,14.78327059,New,Good,Good,0
Car,77728,Average,4,4,Electric,Manual,2500,1724,2023-11-29,2024-10-23,Second,18568,8,0,18.60858285,Worn Out,New,New,1
Motorcycle,77502,Average,0,1,Petrol,Automatic,1000,19738,2024-01-23,2025-01-23,Second,6368,2,3,19.591016,New,Good,Good,0
Van,41270,Good,2,5,Petrol,Manual,1500,88736,2023-12-13,2024-07-18,Third,20682,8,0,13.84138326,New,Worn Out,New,1
Car,49345,Average,2,9,Electric,Automatic,2000,96194,2023-12-23,2025-12-29,Second,23197,7,2,13.50991769,Worn Out,Good,Good,0
Bus,75597,Poor,0,2,Electric,Manual,2000,148222,2023-06-04,2024-06-06,Second,21619,6,0,10.43727301,New,New,Good,0
Suv,33228,Good,3,7,Petrol,Manual,800,1670,2024-01-24,2024-11-12,Third,8001,4,1,14.53087623,Worn Out,Good,Good,0
Bus,51965,Good,5,9,Electric,Manual,2000,2982,2023-04-10,2024-09-01,Second,11966,3,0,14.93046015,Worn Out,New,New,1
Truck,77641,Average,4,3,Diesel,Manual,2500,93068,2023-12-21,2025-01-25,Third,18028,2,2,14.59753271,New,Good,Good,1
Motorcycle,75389,Good,0,10,Electric,Automatic,1500,40462,2023-10-04,2025-03-31,Second,27471,2,3,11.89117271,New,Good,Weak,1
Bus,74316,Good,5,8,Electric,Automatic,1000,117524,2024-01-22,2026-01-27,Second,8712,10,3,10.40905861,Worn Out,Worn Out,Good,1
Suv,37700,Poor,0,8,Electric,Automatic,2000,142062,2023-06-08,2024-08-15,First,10851,2,2,10.1692642,New,Good,Weak,1
Truck,63745,Good,5,5,Petrol,Automatic,1000,76973,2023-04-05,2024-09-17,First,12397,10,3,12.23947775,New,Worn Out,New,1
Motorcycle,71190,Poor,2,5,Diesel,Automatic,800,78278,2023-09-25,2025-09-17,Third,17244,7,3,11.94926761,Worn Out,Worn Out,Good,1
Bus,46808,Average,3,4,Petrol,Automatic,1000,112041,2023-10-24,2025-07-02,First,26950,10,2,15.4307677,Worn Out,Good,Weak,1
Truck,50708,Average,4,7,Diesel,Manual,2500,29027,2023-06-15,2024-05-22,Third,29925,8,2,13.24237658,Good,Good,Weak,1
Car,75454,Poor,2,4,Diesel,Manual,2500,89896,2023-10-21,2025-10-30,Second,18989,2,2,13.47917641,Good,Good,New,1
Bus,45053,Poor,4,2,Petrol,Automatic,2000,72628,2023-10-17,2025-02-22,Second,22461,7,0,11.92996864,New,Worn Out,Weak,1
Truck,53385,Poor,0,1,Electric,Manual,2000,63789,2023-07-27,2025-02-17,Third,10390,5,2,10.63761524,New,New,Weak,1
Bus,62435,Good,2,10,Diesel,Automatic,1000,27221,2023-12-25,2024-11-11,Second,29798,9,1,12.24492945,Worn Out,Good,New,0
Car,43061,Good,2,8,Petrol,Manual,2500,87990,2024-01-04,2024-12-13,Third,18423,10,1,11.45031223,Good,New,Weak,1
Truck,61160,Good,2,5,Electric,Automatic,2500,61160,2023-06-10,2025-01-02,First,10757,5,0,13.69235791,New,New,New,0
Truck,72715,Average,1,7,Diesel,Manual,800,58336,2023-12-04,2024-05-09,Second,24811,1,2,15.96296438,New,New,Weak,1
Van,70924,Average,5,2,Diesel,Manual,800,13966,2023-12-13,2025-04-02,Third,29402,8,0,10.50765682,New,Worn Out,Weak,1
Suv,35882,Good,2,5,Diesel,Manual,800,45263,2023-08-03,2026-01-17,Third,18407,3,2,13.74013478,Good,New,Weak,1
Van,30388,Poor,4,6,Electric,Manual,1500,93832,2023-06-10,2025-05-25,Second,20272,9,1,15.19956694,New,Good,Weak,1
Motorcycle,64779,Average,5,5,Diesel,Manual,800,137584,2024-02-08,2025-05-21,Second,29673,7,2,19.7768772,New,Worn Out,Weak,1
Truck,31130,Good,2,1,Electric,Manual,2500,133428,2023-12-01,2025-01-11,Second,8632,6,2,15.75962001,Worn Out,Worn Out,New,1
Truck,56969,Average,5,10,Electric,Automatic,800,99314,2024-02-01,2025-08-13,Third,23426,9,0,19.65782845,Good,Good,Weak,1
Motorcycle,72882,Average,2,5,Electric,Automatic,2000,49481,2023-08-08,2024-10-07,Third,15303,5,3,16.55337137,Good,Worn Out,New,1
Truck,36402,Poor,5,1,Petrol,Manual,1500,56999,2023-09-12,2024-10-29,Third,9488,5,2,10.534297,Worn Out,Worn Out,Weak,1
Van,36549,Average,2,3,Petrol,Manual,2000,33854,2023-11-23,2025-07-07,Third,27474,1,2,10.94388804,Worn Out,New,Good,0
Car,36826,Average,0,7,Electric,Automatic,1000,25596,2023-07-20,2025-09-09,Third,24999,2,3,17.78479549,Worn Out,New,Good,0
Truck,42489,Poor,5,3,Electric,Manual,1500,91238,2023-09-25,2024-12-28,First,13827,6,0,10.55305793,Good,New,Weak,1
Motorcycle,63096,Average,2,10,Electric,Manual,2000,9131,2023-06-23,2024-07-04,Second,27781,2,0,18.35259406,New,Good,Weak,1
Bus,49369,Good,1,5,Electric,Automatic,1000,97788,2023-03-31,2025-07-24,Second,24542,3,2,15.63927617,New,Worn Out,Good,1
Car,53047,Good,2,3,Diesel,Manual,1000,125718,2023-04-13,2026-03-23,First,18299,5,1,14.47448529,Good,Good,Good,0
Bus,54067,Average,4,3,Petrol,Manual,1500,27936,2023-10-31,2025-03-12,Third,23622,2,0,16.73982199,Good,Worn Out,Good,1
Van,61486,Good,4,4,Diesel,Automatic,800,55445,2023-04-25,2024-07-07,First,21118,8,3,16.97142296,Good,Worn Out,Weak,1
Motorcycle,32270,Good,2,4,Diesel,Manual,1000,72964,2024-01-18,2025-08-10,Third,19056,5,1,18.49132097,New,Good,Good,0
Suv,75118,Average,2,6,Diesel,Manual,800,86784,2023-05-04,2024-11-14,First,15198,6,1,16.95126891,Good,Good,Good,0
Car,44344,Poor,4,1,Electric,Automatic,2000,34675,2023-09-18,2025-11-22,Second,12786,4,1,12.09449826,New,New,New,1
