record_id,Vehicle_ID,vehicle_model,fuel_type,transmission_type,engine_size,owner_type,vehicle_age,vehicle_age_group,mileage,odometer_reading,average_annual_mileage,vehicle_usage_category,high_mileage_flag,last_service_date,warranty_expiry_date,days_since_last_service,warranty_status,warranty_remaining_days,service_delay_indicator,service_history,maintenance_frequency,maintenance_history,maintenance_history_score,tire_condition,tire_condition_score,tire_wear_risk,brake_condition,brake_condition_score,brake_wear_risk,battery_status,battery_status_score,engine_stress_ratio,engine_stress_level,reported_issues,accident_history,insurance_premium,fuel_efficiency,vehicle_health_score,vehicle_risk_score,maintenance_priority,predicted_failure_risk,need_maintenance
MREC000085,VEH0009,Bus,Diesel,Automatic,2500,Second,6,Aging (6-8 yrs),46215,17543,2923.8,Low,0,2024-01-25,2024-10-22,34,Active,237,0,8,1.33,Average,1,Worn Out,0,77.8,New,2,11.1,New,2,1.17,Low,1,2,21787,15.69924494,66.0,32.8,Low,33.3,1
MREC000086,VEH0074,Motorcycle,Electric,Manual,1000,Second,8,Aging (6-8 yrs),67261,42837,5354.6,Low,0,2023-11-30,2025-04-28,90,Active,425,0,1,0.12,Poor,0,Good,1,44.5,New,2,14.5,Good,1,5.35,Low,2,2,20925,12.95565235,54.5,44.3,Medium,44.8,1
MREC000087,VEH0111,SUV,Petrol,Automatic,800,First,2,New (0-2 yrs),62166,138062,69031.0,High,1,2023-06-20,2025-03-07,253,Active,373,1,1,0.5,Good,2,Worn Out,0,98.0,New,2,22.8,Weak,0,86.29,High,3,1,17462,16.36493068,53.0,42.0,Medium,44.0,1
MREC000088,VEH0161,Van,Electric,Manual,800,First,10,Old (9+ yrs),31488,74876,7487.6,Low,0,2023-12-26,2024-10-18,64,Active,233,0,1,0.1,Good,2,Good,1,49.9,Worn Out,0,89.9,New,2,9.36,Medium,3,3,6123,16.29241727,53.0,51.2,Medium,49.5,1
MREC000089,VEH0071,Motorcycle,Electric,Automatic,800,First,7,Aging (6-8 yrs),58894,31551,4507.3,Low,0,2024-01-08,2024-11-03,51,Active,249,0,5,0.71,Good,2,New,2,5.1,Worn Out,0,75.2,New,2,5.63,Low,2,1,7899,10.76768497,67.0,30.3,Low,31.4,1
MREC000090,VEH0121,Truck,Diesel,Automatic,800,First,9,Old (9+ yrs),36051,29134,3237.1,Low,0,2024-02-18,2026-01-21,10,Active,693,0,7,0.78,Good,2,Worn Out,0,79.7,Worn Out,0,70.5,Good,1,4.05,Low,2,0,21598,14.75172259,39.5,35.3,Low,45.4,1
MREC000091,VEH0124,Truck,Diesel,Manual,1000,First,6,Aging (6-8 yrs),36248,130093,21682.2,High,1,2023-12-12,2025-06-12,78,Active,470,0,2,0.33,Good,2,New,2,21.7,Worn Out,0,97.3,New,2,21.68,High,5,3,8659,12.46221071,55.0,44.9,Medium,44.9,1
MREC000092,VEH0076,Motorcycle,Electric,Manual,1500,Third,3,Mid-Life (3-5 yrs),71138,76175,25391.7,High,0,2023-11-03,2024-08-23,117,Active,177,0,6,2.0,Poor,0,New,2,12.6,New,2,10.1,Weak,0,16.93,High,0,0,9774,13.06777929,65.0,24.3,Low,28.6,1
MREC000093,VEH0101,SUV,Electric,Automatic,800,Second,1,New (0-2 yrs),50978,3073,3073.0,Low,0,2024-01-26,2024-11-01,33,Active,247,0,5,5.0,Good,2,New,2,0.4,Good,1,33.6,New,2,3.84,Low,0,0,11122,11.71089711,87.5,6.8,Low,9.1,0
MREC000094,VEH0073,Motorcycle,Electric,Automatic,1000,Third,10,Old (9+ yrs),40622,90079,9007.9,Low,0,2023-08-21,2024-06-04,191,Active,97,1,1,0.1,Good,2,Worn Out,0,90.0,New,2,16.4,Weak,0,9.01,Medium,5,1,25653,17.49378873,45.0,53.5,Medium,54.1,1
MREC000095,VEH0038,Car,Diesel,Manual,2000,First,5,Mid-Life (3-5 yrs),77026,25259,5051.8,Low,0,2023-05-05,2025-08-21,299,Active,540,1,10,2.0,Poor,0,Good,1,41.6,Worn Out,0,83.3,New,2,2.53,Low,0,3,8661,16.09511449,45.0,63.2,Medium,59.9,1
MREC000096,VEH0063,Motorcycle,Diesel,Manual,1000,Second,1,New (0-2 yrs),31968,35299,35299.0,High,0,2023-05-22,2025-03-31,282,Active,397,1,4,4.0,Good,2,Worn Out,0,80.8,Good,1,46.8,Weak,0,35.3,High,0,2,28709,10.89489096,52.5,47.7,Medium,47.6,1
MREC000097,VEH0166,Van,Electric,Automatic,1500,Second,10,Old (9+ yrs),74433,145679,14567.9,Medium,1,2023-04-01,2026-01-18,333,Active,690,1,1,0.1,Average,1,New,2,24.3,New,2,28.3,Good,1,9.71,Medium,4,2,28275,19.21368016,66.5,61.6,Medium,50.4,1
MREC000098,VEH0041,Car,Electric,Manual,800,First,9,Old (9+ yrs),45688,9054,1006.0,Low,0,2023-10-19,2024-12-08,132,Active,284,0,9,1.0,Poor,0,Good,1,38.8,Worn Out,0,72.2,New,2,1.26,Low,5,1,10501,18.04092205,25.0,54.4,Medium,62.6,1
MREC000099,VEH0039,Car,Diesel,Manual,2500,First,4,Mid-Life (3-5 yrs),78209,45994,11498.5,Medium,0,2023-11-24,2025-03-24,96,Active,390,0,3,0.75,Average,1,New,2,7.6,New,2,14.9,New,2,4.6,Low,0,2,10483,14.29670267,90.0,25.7,Low,19.4,0
MREC000100,VEH0158,Van,Diesel,Manual,2000,Third,8,Aging (6-8 yrs),51487,29547,3693.4,Low,0,2023-08-28,2024-09-05,184,Active,190,1,1,0.12,Good,2,New,2,4.8,New,2,17.2,New,2,1.85,Low,5,3,25768,15.39548559,80.0,47.4,Medium,36.4,1
MREC000101,VEH0047,Car,Electric,Manual,2000,Third,7,Aging (6-8 yrs),52126,122153,17450.4,Medium,1,2023-06-15,2024-09-02,258,Active,187,1,1,0.14,Good,2,Good,1,57.8,Worn Out,0,96.3,Weak,0,8.73,Medium,0,3,23158,11.05103022,50.0,61.8,Medium,57.1,1
MREC000102,VEH0044,Car,Electric,Automatic,1000,Third,5,Mid-Life (3-5 yrs),49535,31315,6263.0,Low,0,2023-05-28,2025-03-08,276,Active,374,1,5,1.0,Good,2,New,2,5.1,Good,1,46.3,New,2,6.26,Medium,0,2,18888,18.50074479,87.5,41.6,Medium,30.0,0
MREC000103,VEH0162,Van,Electric,Manual,800,First,7,Aging (6-8 yrs),61045,23865,3409.3,Low,0,2023-09-13,2025-08-03,168,Active,522,0,2,0.29,Good,2,New,2,3.8,New,2,12.0,Weak,0,4.26,Low,0,2,20161,18.2975835,85.0,37.8,Low,28.7,1
MREC000104,VEH0087,Motorcycle,Petrol,Automatic,2000,Third,7,Aging (6-8 yrs),60440,38684,5526.3,Low,0,2023-09-30,2025-02-21,151,Active,359,0,6,0.86,Average,1,Good,1,43.8,Good,1,42.8,Weak,0,2.76,Low,4,1,13915,13.57580582,36.5,48.5,Medium,54.5,1
MREC000105,VEH0071,Motorcycle,Electric,Automatic,800,Third,9,Old (9+ yrs),73210,121122,13458.0,Medium,1,2023-07-25,2024-06-20,218,Active,113,1,9,1.0,Average,1,Worn Out,0,95.1,Worn Out,0,96.1,Good,1,16.82,High,0,3,7325,15.62458257,37.5,66.5,High,64.9,1
MREC000106,VEH0002,Bus,Diesel,Manual,800,Second,5,Mid-Life (3-5 yrs),66445,56231,11246.2,Medium,0,2023-06-05,2024-06-03,268,Active,96,1,9,1.8,Poor,0,Worn Out,0,84.3,Worn Out,0,78.5,New,2,14.06,Medium,3,1,26259,15.6069447,23.0,58.6,Medium,66.0,1
MREC000107,VEH0158,Van,Diesel,Manual,2000,First,4,Mid-Life (3-5 yrs),59388,50472,12618.0,Medium,0,2024-01-17,2025-12-02,42,Active,643,0,10,2.5,Good,2,Good,1,45.8,Worn Out,0,77.8,Good,1,6.31,Medium,5,1,19286,18.9703131,37.5,35.0,Low,46.0,1
MREC000108,VEH0069,Motorcycle,Diesel,Manual,2500,Third,5,Mid-Life (3-5 yrs),61888,86279,17255.8,Medium,0,2024-02-22,2024-09-24,6,Active,209,0,5,1.0,Good,2,New,2,14.3,Good,1,53.7,New,2,6.9,Medium,5,2,17761,19.51040896,67.5,28.5,Low,30.1,1
MREC000109,VEH0042,Car,Electric,Automatic,800,Third,9,Old (9+ yrs),45925,12824,1424.9,Low,0,2023-12-03,2025-07-20,87,Active,508,0,8,0.89,Poor,0,Worn Out,0,77.0,New,2,14.9,New,2,1.78,Low,1,3,6647,14.20390981,56.0,50.2,Medium,47.7,1
MREC000110,VEH0014,Bus,Electric,Automatic,1000,Third,9,Old (9+ yrs),44497,71520,7946.7,Low,0,2023-05-12,2024-07-28,292,Active,151,1,4,0.44,Poor,0,New,2,11.8,Good,1,51.7,New,2,7.95,Medium,5,2,11149,14.78070381,47.5,63.5,Medium,59.1,1
MREC000111,VEH0011,Bus,Electric,Automatic,800,Third,10,Old (9+ yrs),63165,91664,9166.4,Low,0,2023-05-13,2024-05-11,291,Active,73,1,8,0.8,Average,1,New,2,15.2,New,2,21.1,Weak,0,11.46,Medium,0,2,20884,16.76875122,75.0,55.5,Medium,43.3,1
MREC000112,VEH0140,Truck,Electric,Manual,2500,Second,4,Mid-Life (3-5 yrs),45708,34131,8532.8,Low,0,2023-05-24,2024-10-01,280,Active,216,1,1,0.25,Average,1,Good,1,43.0,New,2,4.4,New,2,3.41,Low,3,0,5804,11.94027019,68.0,37.1,Low,35.1,1
MREC000113,VEH0087,Motorcycle,Petrol,Automatic,2000,Second,5,Mid-Life (3-5 yrs),77500,88644,17728.8,Medium,0,2023-04-05,2025-11-18,329,Active,629,1,1,0.2,Good,2,New,2,14.7,New,2,16.2,New,2,8.86,Medium,0,1,12252,19.07624331,100.0,36.2,Low,21.7,0
MREC000114,VEH0176,Van,Petrol,Manual,1500,Third,5,Mid-Life (3-5 yrs),62600,146131,29226.2,High,1,2023-04-30,2026-02-28,304,Active,731,1,6,1.2,Average,1,New,2,24.4,Good,1,52.8,Weak,0,19.48,High,4,0,12901,16.89300595,46.5,48.1,Medium,50.3,1
MREC000115,VEH0074,Motorcycle,Electric,Automatic,1000,First,9,Old (9+ yrs),44832,55962,6218.0,Low,0,2023-04-17,2025-05-20,317,Active,447,1,9,1.0,Average,1,Good,1,46.7,Worn Out,0,83.0,New,2,6.22,Medium,3,2,28590,15.07604498,43.0,66.9,High,62.9,1
MREC000116,VEH0178,Van,Petrol,Manual,2000,Second,8,Aging (6-8 yrs),57006,10882,1360.2,Low,0,2023-08-22,2025-02-14,190,Active,352,1,7,0.88,Poor,0,New,2,1.6,Worn Out,0,81.3,Good,1,0.68,Low,4,3,24455,10.48024961,31.5,64.8,Medium,66.3,1
MREC000117,VEH0152,Van,Diesel,Manual,800,First,6,Aging (6-8 yrs),56550,133705,22284.2,High,1,2024-02-03,2025-07-18,25,Active,506,0,1,0.17,Good,2,New,2,22.3,Worn Out,0,97.8,Weak,0,27.86,High,2,3,25644,13.00780606,52.0,42.0,Medium,44.4,1
MREC000118,VEH0105,SUV,Electric,Automatic,1500,First,1,New (0-2 yrs),70380,134871,134871.0,High,1,2023-11-25,2024-10-28,95,Active,243,0,4,4.0,Good,2,Good,1,60.0,New,2,22.4,Weak,0,89.91,High,4,1,22213,18.28136077,59.0,26.4,Low,32.2,1
MREC000119,VEH0052,Car,Petrol,Manual,800,First,10,Old (9+ yrs),50109,36035,3603.5,Low,0,2023-11-05,2025-09-04,115,Active,554,0,4,0.4,Average,1,New,2,5.9,Good,1,51.4,Good,1,4.5,Low,2,3,29527,14.00890952,62.0,51.9,Medium,46.3,0
MREC000120,VEH0036,Car,Diesel,Automatic,1500,First,9,Old (9+ yrs),61753,68697,7633.0,Low,0,2024-01-21,2025-03-10,38,Active,376,0,7,0.78,Poor,0,Good,1,48.8,New,2,22.4,Weak,0,5.09,Low,4,3,21323,14.4008156,39.0,52.5,Medium,55.9,1
MREC000121,VEH0168,Van,Electric,Automatic,2000,Third,1,New (0-2 yrs),61024,56062,56062.0,High,0,2023-07-02,2026-03-22,241,Active,753,1,3,3.0,Good,2,Worn Out,0,84.2,New,2,7.4,Good,1,28.03,High,0,0,29048,10.83736297,72.5,27.6,Low,27.6,0
MREC000122,VEH0111,SUV,Petrol,Manual,800,Third,6,Aging (6-8 yrs),42048,60898,10149.7,Medium,0,2023-04-15,2024-05-07,319,Active,69,1,9,1.5,Average,1,Good,1,47.6,New,2,12.5,New,2,12.69,Medium,4,1,5543,14.67771771,64.0,49.7,Medium,44.2,1
MREC000123,VEH0145,Truck,Petrol,Manual,1500,Third,1,New (0-2 yrs),77013,18438,18438.0,Medium,0,2024-02-22,2024-06-21,6,Active,114,0,6,6.0,Poor,0,Good,1,40.4,New,2,2.3,New,2,12.29,Medium,4,0,13677,18.22658984,54.0,16.5,Low,28.3,1
MREC000124,VEH0074,Motorcycle,Electric,Manual,1000,First,1,New (0-2 yrs),34841,146581,146581.0,High,1,2023-05-22,2025-05-07,282,Active,434,1,7,7.0,Average,1,Good,1,61.9,New,2,19.5,New,2,146.58,High,2,0,8800,15.13607714,72.0,30.8,Low,29.7,0
MREC000125,VEH0097,SUV,Diesel,Manual,2000,First,9,Old (9+ yrs),65788,28715,3190.6,Low,0,2023-10-21,2024-12-28,130,Active,304,0,8,0.89,Average,1,Good,1,42.2,New,2,8.2,Weak,0,1.6,Low,3,1,5927,19.14749224,53.0,44.5,Medium,45.5,1
MREC000126,VEH0006,Bus,Diesel,Automatic,1500,First,2,New (0-2 yrs),61817,2514,1257.0,Low,0,2023-04-08,2024-05-07,326,Active,69,1,1,0.5,Poor,0,Worn Out,0,75.2,Worn Out,0,66.9,Good,1,0.84,Low,4,0,23456,11.85309816,11.5,57.0,Medium,69.6,1
MREC000127,VEH0051,Car,Petrol,Manual,800,First,9,Old (9+ yrs),40859,74852,8316.9,Low,0,2023-07-09,2025-02-06,234,Active,344,1,5,0.56,Poor,0,Good,1,49.9,Good,1,47.7,Good,1,10.4,Medium,0,1,11364,15.28847173,50.0,53.3,Medium,52.0,0
MREC000128,VEH0141,Truck,Petrol,Manual,800,Third,8,Aging (6-8 yrs),32437,149899,18737.4,Medium,1,2023-05-10,2025-06-25,294,Active,483,1,9,1.12,Good,2,Worn Out,0,100.0,New,2,20.0,New,2,23.42,High,5,0,22516,18.50856269,60.0,47.6,Medium,44.6,1
MREC000129,VEH0024,Bus,Petrol,Manual,1000,First,3,Mid-Life (3-5 yrs),43461,100130,33376.7,High,0,2023-07-02,2025-06-21,241,Active,479,1,5,1.67,Good,2,Worn Out,0,91.6,Good,1,60.0,Good,1,33.38,High,1,3,24209,11.1353155,56.0,51.7,Medium,48.6,0
MREC000130,VEH0042,Car,Electric,Automatic,800,Second,3,Mid-Life (3-5 yrs),54933,126785,42261.7,High,1,2024-02-12,2025-01-16,16,Active,323,0,3,1.0,Poor,0,New,2,21.1,Good,1,54.7,New,2,52.83,High,5,1,26832,15.43661305,47.5,27.9,Low,37.7,1
MREC000131,VEH0179,Van,Petrol,Automatic,2500,Third,8,Aging (6-8 yrs),68652,95998,11999.8,Medium,0,2023-10-06,2026-03-25,145,Active,756,0,10,1.25,Average,1,Good,1,53.4,Worn Out,0,83.9,Good,1,4.8,Low,5,1,23120,16.33386785,27.5,52.9,Medium,60.7,1
MREC000132,VEH0126,Truck,Diesel,Automatic,1500,Third,4,Mid-Life (3-5 yrs),38974,30505,7626.2,Low,0,2023-06-03,2024-12-01,270,Active,277,1,2,0.5,Average,1,New,2,5.0,New,2,8.4,Weak,0,5.08,Low,0,1,23470,11.58273673,75.0,38.9,Low,33.3,1
MREC000133,VEH0156,Van,Diesel,Automatic,1500,Third,6,Aging (6-8 yrs),66083,42473,7078.8,Low,0,2023-09-03,2025-10-10,178,Active,590,0,3,0.5,Poor,0,Worn Out,0,81.9,Worn Out,0,76.7,Weak,0,4.72,Low,2,1,9405,12.04829249,12.0,57.4,Medium,69.6,1
MREC000134,VEH0123,Truck,Diesel,Automatic,1000,Third,2,New (0-2 yrs),56494,17969,8984.5,Low,0,2023-11-07,2024-05-15,113,Active,77,0,10,5.0,Poor,0,New,2,2.8,New,2,15.6,Weak,0,8.98,Medium,4,3,19186,11.79798789,49.0,42.9,Medium,46.1,1
MREC000135,VEH0173,Van,Petrol,Automatic,1000,First,3,Mid-Life (3-5 yrs),63226,95599,31866.3,High,0,2024-01-15,2025-11-06,44,Active,617,0,3,1.0,Poor,0,New,2,15.9,Worn Out,0,92.7,Weak,0,31.87,High,1,3,15496,10.33603947,36.0,44.0,Medium,52.0,1
MREC000136,VEH0060,Car,Petrol,Manual,2500,Second,10,Old (9+ yrs),79405,49788,4978.8,Low,0,2023-05-29,2026-01-25,275,Active,697,1,8,0.8,Poor,0,Worn Out,0,83.2,New,2,11.0,Good,1,1.99,Low,1,1,19143,10.15352987,48.5,58.5,Medium,55.7,0
MREC000137,VEH0103,SUV,Electric,Automatic,1000,Second,9,Old (9+ yrs),40971,95175,10575.0,Medium,0,2023-11-12,2024-09-03,108,Active,188,0,4,0.44,Good,2,Good,1,53.3,Good,1,59.3,New,2,10.58,Medium,0,3,22486,14.2536901,77.5,44.3,Medium,35.6,0
MREC000138,VEH0162,Van,Electric,Automatic,800,First,3,Mid-Life (3-5 yrs),79067,14634,4878.0,Low,0,2023-09-07,2024-12-12,174,Active,288,0,3,1.0,Good,2,Worn Out,0,77.3,Worn Out,0,81.8,New,2,6.1,Medium,4,3,17944,12.78337855,39.0,52.7,Medium,56.0,1
MREC000139,VEH0113,SUV,Petrol,Manual,1000,First,1,New (0-2 yrs),40331,34537,34537.0,High,0,2023-06-09,2026-02-04,264,Active,707,1,6,6.0,Good,2,New,2,5.6,Good,1,42.3,Good,1,34.54,High,0,1,11912,19.50256841,80.0,31.7,Low,27.0,0
MREC000140,VEH0095,SUV,Diesel,Manual,1500,First,9,Old (9+ yrs),39585,116506,12945.1,Medium,1,2023-06-28,2024-06-30,245,Active,123,1,5,0.56,Good,2,Good,1,56.9,Good,1,48.8,New,2,8.63,Medium,2,0,29445,14.90901955,69.5,42.3,Medium,37.6,0
MREC000141,VEH0056,Car,Petrol,Manual,1500,Third,9,Old (9+ yrs),40411,7201,800.1,Low,0,2023-08-22,2024-08-13,190,Active,167,1,2,0.22,Good,2,Good,1,38.6,New,2,5.3,Weak,0,0.53,Low,5,1,14922,19.56727018,55.0,48.3,Medium,47.0,1
MREC000142,VEH0101,SUV,Electric,Manual,800,First,4,Mid-Life (3-5 yrs),73400,143722,35930.5,High,1,2023-09-20,2025-05-15,161,Active,442,0,6,1.5,Poor,0,New,2,24.0,Worn Out,0,85.8,Weak,0,44.91,High,1,0,22268,17.26720465,36.0,39.4,Low,49.2,1
MREC000143,VEH0152,Van,Diesel,Manual,800,Third,1,New (0-2 yrs),35346,15327,15327.0,Medium,0,2023-08-06,2024-07-22,206,Active,145,1,9,9.0,Poor,0,Good,1,39.9,Good,1,44.2,New,2,19.16,High,3,2,9379,12.94298876,45.5,44.5,Medium,48.5,1
MREC000144,VEH0033,Car,Diesel,Automatic,1000,First,9,Old (9+ yrs),45695,53660,5962.2,Low,0,2023-07-10,2024-10-30,233,Active,245,1,8,0.89,Poor,0,Worn Out,0,83.8,Worn Out,0,78.2,Weak,0,5.96,Medium,5,1,23380,18.77187052,0.0,70.7,High,82.4,1
MREC000145,VEH0022,Bus,Petrol,Automatic,800,Second,5,Mid-Life (3-5 yrs),71090,112579,22515.8,High,0,2023-09-14,2026-01-10,167,Active,682,0,9,1.8,Poor,0,Good,1,56.2,Good,1,57.2,Good,1,28.14,High,0,2,27922,16.921094,50.0,46.6,Medium,48.0,1
MREC000146,VEH0094,SUV,Diesel,Automatic,1000,Second,1,New (0-2 yrs),65221,123366,123366.0,High,1,2023-10-10,2024-11-27,141,Active,273,0,10,10.0,Poor,0,Good,1,58.0,Worn Out,0,87.5,Weak,0,123.37,High,5,1,7419,13.89977218,10.0,47.0,Medium,64.2,1
MREC000147,VEH0173,Van,Petrol,Manual,1000,Second,5,Mid-Life (3-5 yrs),63277,113834,22766.8,High,1,2023-10-16,2024-09-25,135,Active,210,0,8,1.6,Average,1,Worn Out,0,93.9,New,2,15.1,Weak,0,22.77,High,0,0,12392,11.61964473,55.0,32.5,Low,37.5,1
MREC000148,VEH0041,Car,Electric,Automatic,800,Second,2,New (0-2 yrs),57753,69622,34811.0,High,0,2023-04-03,2025-05-14,331,Active,441,1,8,4.0,Average,1,Worn Out,0,86.5,Good,1,55.9,Weak,0,43.51,High,5,3,25525,13.35529027,22.5,68.5,High,72.1,1
MREC000149,VEH0087,Motorcycle,Petrol,Manual,2000,Third,5,Mid-Life (3-5 yrs),48894,114101,22820.2,High,1,2023-08-21,2024-08-30,191,Active,184,1,7,1.4,Poor,0,New,2,19.0,Worn Out,0,86.3,New,2,11.41,Medium,5,1,8276,13.37841235,35.0,48.7,Medium,55.2,1
MREC000150,VEH0022,Bus,Petrol,Automatic,800,First,9,Old (9+ yrs),76193,98733,10970.3,Medium,0,2023-08-22,2026-01-14,190,Active,686,1,4,0.44,Poor,0,Worn Out,0,91.4,New,2,22.0,Weak,0,13.71,Medium,3,2,10490,12.96469802,33.0,61.0,Medium,63.4,1
MREC000151,VEH0150,Truck,Petrol,Automatic,2500,First,1,New (0-2 yrs),30845,58024,58024.0,High,0,2023-04-11,2025-09-04,323,Active,554,1,7,7.0,Poor,0,New,2,9.6,Good,1,54.3,Weak,0,23.21,High,2,3,7713,15.99682466,44.5,58.5,Medium,57.3,1
MREC000152,VEH0088,Motorcycle,Petrol,Automatic,2000,Second,8,Aging (6-8 yrs),40760,98842,12355.2,Medium,0,2024-01-20,2025-12-22,39,Active,663,0,9,1.12,Good,2,Good,1,53.9,Worn Out,0,93.2,Weak,0,6.18,Medium,2,3,22769,12.09881671,42.0,49.9,Medium,53.1,1
MREC000153,VEH0096,SUV,Diesel,Automatic,1500,Second,5,Mid-Life (3-5 yrs),55600,42721,8544.2,Low,0,2024-01-13,2024-08-09,46,Active,163,0,7,1.4,Average,1,Worn Out,0,82.0,Good,1,38.9,Good,1,5.7,Low,2,0,11879,17.59173126,42.0,30.4,Low,41.4,0
MREC000154,VEH0108,SUV,Electric,Automatic,2000,Third,3,Mid-Life (3-5 yrs),46380,145079,48359.7,High,1,2023-12-07,2025-03-01,83,Active,367,0,2,0.67,Average,1,New,2,24.2,Good,1,57.1,Weak,0,24.18,High,0,1,25066,14.33661455,62.5,27.6,Low,31.6,1
MREC000155,VEH0029,Bus,Petrol,Manual,2500,Second,6,Aging (6-8 yrs),51248,118666,19777.7,Medium,1,2024-02-15,2026-01-13,13,Active,685,0,2,0.33,Good,2,Good,1,57.2,Good,1,49.1,Good,1,7.91,Medium,1,0,28672,14.85946698,66.0,21.2,Low,26.3,0
MREC000156,VEH0114,SUV,Petrol,Automatic,1000,Second,9,Old (9+ yrs),45427,8602,955.8,Low,0,2024-02-12,2026-01-23,16,Active,695,0,9,1.0,Average,1,Worn Out,0,76.3,New,2,9.9,Weak,0,0.96,Low,1,2,7245,15.66278813,51.0,41.7,Medium,44.6,1
MREC000157,VEH0149,Truck,Petrol,Manual,2500,First,7,Aging (6-8 yrs),68744,120218,17174.0,Medium,1,2023-10-15,2026-03-15,136,Active,746,0,10,1.43,Average,1,Worn Out,0,95.0,Good,1,62.7,New,2,6.87,Medium,5,3,11252,17.44544976,37.5,57.0,Medium,59.2,1
MREC000158,VEH0167,Van,Electric,Manual,2000,Second,6,Aging (6-8 yrs),34001,139702,23283.7,High,1,2023-09-11,2025-07-12,170,Active,500,0,8,1.33,Average,1,Worn Out,0,98.3,New,2,27.5,Weak,0,11.64,Medium,3,2,6262,12.26119383,43.0,51.0,Medium,53.4,1
MREC000159,VEH0037,Car,Diesel,Automatic,2000,First,6,Aging (6-8 yrs),43023,46685,7780.8,Low,0,2023-11-21,2025-04-14,99,Active,411,0,2,0.33,Poor,0,New,2,7.7,Worn Out,0,86.2,Weak,0,3.89,Low,3,3,9185,10.657794,28.0,55.9,Medium,62.3,1
MREC000160,VEH0027,Bus,Petrol,Manual,2000,Third,10,Old (9+ yrs),46572,99401,9940.1,Medium,0,2023-10-31,2024-12-07,120,Active,283,0,9,0.9,Poor,0,Worn Out,0,91.5,Worn Out,0,88.8,New,2,4.97,Low,1,2,11942,15.34112654,31.0,58.1,Medium,62.5,1
MREC000161,VEH0082,Motorcycle,Petrol,Manual,800,First,1,New (0-2 yrs),63544,123039,123039.0,High,1,2024-01-24,2025-01-07,35,Active,314,0,10,10.0,Average,1,New,2,20.5,Worn Out,0,96.4,Weak,0,153.8,High,4,3,15549,15.09247957,34.0,40.7,Medium,50.8,1
MREC000162,VEH0139,Truck,Electric,Manual,2500,Second,5,Mid-Life (3-5 yrs),49183,35120,7024.0,Low,0,2023-06-25,2026-02-26,248,Active,729,1,8,1.6,Poor,0,New,2,5.7,Good,1,51.3,Weak,0,2.81,Low,1,3,18476,13.06811245,48.5,58.2,Medium,55.5,1
MREC000163,VEH0069,Motorcycle,Diesel,Manual,2500,Third,5,Mid-Life (3-5 yrs),68317,40997,8199.4,Low,0,2024-02-08,2025-11-04,20,Active,615,0,2,0.4,Poor,0,New,2,6.7,New,2,14.3,Weak,0,3.28,Low,5,2,27910,16.29770399,45.0,37.4,Low,44.4,1
MREC000164,VEH0169,Van,Electric,Automatic,2500,First,6,Aging (6-8 yrs),36296,114921,19153.5,Medium,1,2023-10-12,2024-05-17,139,Active,79,0,7,1.17,Average,1,Worn Out,0,94.1,New,2,15.3,Weak,0,7.66,Medium,4,0,9500,19.26615996,39.0,40.1,Medium,48.5,1
MREC000165,VEH0118,SUV,Petrol,Manual,2000,Third,6,Aging (6-8 yrs),34929,111595,18599.2,Medium,0,2023-08-28,2025-01-04,184,Active,311,1,6,1.0,Good,2,Good,1,56.0,New,2,19.3,Weak,0,9.3,Medium,0,1,13808,18.33459452,75.0,35.8,Low,31.5,1
MREC000166,VEH0147,Truck,Petrol,Automatic,2000,First,8,Aging (6-8 yrs),32865,85667,10708.4,Medium,0,2024-02-06,2026-03-22,22,Active,753,0,3,0.38,Average,1,New,2,14.2,Worn Out,0,86.9,Weak,0,5.35,Low,0,2,21508,15.02839675,50.0,40.8,Medium,44.5,1
MREC000167,VEH0130,Truck,Diesel,Manual,2500,Third,10,Old (9+ yrs),51881,53621,5362.1,Low,0,2023-10-01,2025-07-11,150,Active,499,0,6,0.6,Average,1,Good,1,46.3,Worn Out,0,82.6,Weak,0,2.14,Low,1,2,22537,10.35284006,36.0,58.6,Medium,60.8,1
MREC000168,VEH0007,Bus,Diesel,Automatic,2000,First,9,Old (9+ yrs),47586,56365,6262.8,Low,0,2024-01-13,2026-02-18,46,Active,721,0,5,0.56,Poor,0,Good,1,46.8,Good,1,49.7,Weak,0,3.13,Low,1,2,12479,12.78029994,38.5,48.3,Medium,53.6,1
MREC000169,VEH0162,Van,Electric,Manual,800,Third,2,New (0-2 yrs),39971,48752,24376.0,High,0,2023-06-06,2025-12-05,267,Active,646,1,1,0.5,Average,1,Worn Out,0,83.0,Good,1,48.6,Weak,0,30.47,High,4,2,23934,17.20891973,26.5,57.3,Medium,63.8,1
MREC000170,VEH0102,SUV,Electric,Automatic,800,Third,8,Aging (6-8 yrs),54099,5738,717.2,Low,0,2023-10-26,2026-01-21,125,Active,693,0,7,0.88,Good,2,New,2,0.8,New,2,0.6,New,2,0.9,Low,1,0,11994,13.52863606,96.0,22.4,Low,15.0,0
MREC000171,VEH0063,Motorcycle,Diesel,Manual,1000,Third,8,Aging (6-8 yrs),37869,148958,18619.8,Medium,1,2023-10-30,2025-11-24,121,Active,635,0,2,0.25,Average,1,Worn Out,0,99.8,Worn Out,0,86.5,Weak,0,18.62,High,3,0,19850,12.74973396,18.0,49.4,Medium,62.4,1
