OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P0068,MAP/MAF - Throttle Position Correlation,Fuel and Air Metering,Medium,MAP/MAF - Throttle Position Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0069,Manifold Absolute Pressure - Barometric Pressure Correlation,Fuel and Air Metering,Medium,Manifold Absolute Pressure - Barometric Pressure Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P006A,MAP - Mass or Volume Air Flow Correlation Bank 1,Fuel and Air Metering,Medium,MAP - Mass or Volume Air Flow Correlation Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P006B,MAP - Exhaust Pressure Correlation,Fuel and Air Metering,Medium,MAP - Exhaust Pressure Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P006C,MAP - Turbocharger/Supercharger Inlet Pressure Correlation,Fuel and Air Metering,Medium,MAP - Turbocharger/Supercharger Inlet Pressure Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P006D,Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 1,Fuel and Air Metering,Medium,Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P006E,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low,Fuel and Air Metering,Medium,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P006F,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High,Fuel and Air Metering,Medium,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0070,Ambient Air Temperature Sensor Circuit A,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0071,Ambient Air Temperature Sensor Circuit A Range/Performance,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0072,Ambient Air Temperature Sensor Circuit A Low,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0073,Ambient Air Temperature Sensor Circuit A High,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0074,Ambient Air Temperature Sensor Circuit A Intermittent/Erratic,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0075,Intake Valve Control Solenoid Circuit Bank 1,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0076,Intake Valve Control Solenoid Circuit Low Bank 1,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0077,Intake Valve Control Solenoid Circuit High Bank 1,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0078,Exhaust Valve Control Solenoid Circuit Bank 1,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0079,Exhaust Valve Control Solenoid Circuit Low Bank 1,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P007A,Charge Air Cooler Temperature Sensor Circuit Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P007B,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P007C,Charge Air Cooler Temperature Sensor Circuit Low Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P007D,Charge Air Cooler Temperature Sensor Circuit High Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P007E,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P007F,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0080,Exhaust Valve Control Solenoid Circuit High Bank 1,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0081,Intake Valve Control Solenoid Circuit Bank 2,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0082,Intake Valve Control Solenoid Circuit Low Bank 2,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Low Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0083,Intake Valve Control Solenoid Circuit High Bank 2,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit High Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0084,Exhaust Valve Control Solenoid Circuit Bank 2,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0085,Exhaust Valve Control Solenoid Circuit Low Bank 2,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Low Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0086,Exhaust Valve Control Solenoid Circuit High Bank 2,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit High Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0087,Fuel Rail/System Pressure - Too Low Bank 1,Fuel and Air Metering,Medium,Fuel Rail/System Pressure - Too Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0088,Fuel Rail/System Pressure - Too High Bank 1,Fuel and Air Metering,Medium,Fuel Rail/System Pressure - Too High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0089,Fuel Pressure Regulator A Performance,Fuel and Air Metering,Medium,Fuel Pressure Regulator A Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P008A,Low Pressure Fuel System Pressure - Too Low,Fuel and Air Metering,Medium,Low Pressure Fuel System Pressure - Too Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P008B,Low Pressure Fuel System Pressure - Too High,Fuel and Air Metering,Medium,Low Pressure Fuel System Pressure - Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P008C,Fuel Cooler Pump Control Circuit/Open,Fuel and Air Metering,Medium,Fuel Cooler Pump Control Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P008D,Fuel Cooler Pump Control Circuit Low,Fuel and Air Metering,Medium,Fuel Cooler Pump Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P008E,Fuel Cooler Pump Control Circuit High,Fuel and Air Metering,Medium,Fuel Cooler Pump Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P008F,Engine Coolant Temperature/Fuel Temperature Correlation,Fuel and Air Metering,Medium,Engine Coolant Temperature/Fuel Temperature Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0090,Fuel Pressure Regulator A Control Circuit/Open,Fuel and Air Metering,Medium,Fuel Pressure Regulator A Control Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0091,Fuel Pressure Regulator A Control Circuit Low,Fuel and Air Metering,Medium,Fuel Pressure Regulator A Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0092,Fuel Pressure Regulator A Control Circuit High,Fuel and Air Metering,Medium,Fuel Pressure Regulator A Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0093,Fuel System Leak Detected - Large Leak,Fuel and Air Metering,Medium,Fuel System Leak Detected - Large Leak,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0094,Fuel System Leak Detected - Small Leak,Fuel and Air Metering,Low,Fuel System Leak Detected - Small Leak,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0095,Intake Air Temperature Sensor 2 Circuit Bank 1,Fuel and Air Metering,Medium,Intake Air Temperature Sensor 2 Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
