OBD_Code,Description,Category,Severity,Fault_Description,Work_Required,Severity_Level,Primary_System
P005E,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit Low,Fuel and Air Metering,Medium,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P005F,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit High,Fuel and Air Metering,Medium,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0060,HO2S Heater Resistance Bank 2 Sensor 2,Fuel and Air Metering,Low,HO2S Heater Resistance Bank 2 Sensor 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0061,HO2S Heater Resistance Bank 2 Sensor 3,Fuel and Air Metering,Low,HO2S Heater Resistance Bank 2 Sensor 3,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0062,HO2S Heater Control Circuit Bank 2 Sensor 3,Fuel and Air Metering,Medium,HO2S Heater Control Circuit Bank 2 Sensor 3,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0063,HO2S Heater Control Circuit Low Bank 2 Sensor 3,Fuel and Air Metering,Medium,HO2S Heater Control Circuit Low Bank 2 Sensor 3,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0064,HO2S Heater Control Circuit High Bank 2 Sensor 3,Fuel and Air Metering,Medium,HO2S Heater Control Circuit High Bank 2 Sensor 3,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0065,Air Assisted Injector Control Range/Performance,Fuel and Air Metering,Medium,Air Assisted Injector Control Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0066,Air Assisted Injector Control Circuit Low,Fuel and Air Metering,Medium,Air Assisted Injector Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0067,Air Assisted Injector Control Circuit High,Fuel and Air Metering,Medium,Air Assisted Injector Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0068,MAP/MAF - Throttle Position Correlation,Fuel and Air Metering,Medium,MAP/MAF - Throttle Position Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0069,Manifold Absolute Pressure - Barometric Pressure Correlation,Fuel and Air Metering,Medium,Manifold Absolute Pressure - Barometric Pressure Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P006A,MAP - Mass or Volume Air Flow Correlation Bank 1,Fuel and Air Metering,Medium,MAP - Mass or Volume Air Flow Correlation Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P006B,MAP - Exhaust Pressure Correlation,Fuel and Air Metering,Medium,MAP - Exhaust Pressure Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P006C,MAP - Turbocharger/Supercharger Inlet Pressure Correlation,Fuel and Air Metering,Medium,MAP - Turbocharger/Supercharger Inlet Pressure Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P006D,Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 1,Fuel and Air Metering,Medium,Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P006E,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low,Fuel and Air Metering,Medium,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P006F,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High,Fuel and Air Metering,Medium,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0070,Ambient Air Temperature Sensor Circuit A,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0071,Ambient Air Temperature Sensor Circuit A Range/Performance,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0072,Ambient Air Temperature Sensor Circuit A Low,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0073,Ambient Air Temperature Sensor Circuit A High,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0074,Ambient Air Temperature Sensor Circuit A Intermittent/Erratic,Fuel and Air Metering,Low,Ambient Air Temperature Sensor Circuit A Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",1,Fuel and Air Metering
P0075,Intake Valve Control Solenoid Circuit Bank 1,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0076,Intake Valve Control Solenoid Circuit Low Bank 1,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0077,Intake Valve Control Solenoid Circuit High Bank 1,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0078,Exhaust Valve Control Solenoid Circuit Bank 1,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0079,Exhaust Valve Control Solenoid Circuit Low Bank 1,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P007A,Charge Air Cooler Temperature Sensor Circuit Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P007B,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P007C,Charge Air Cooler Temperature Sensor Circuit Low Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P007D,Charge Air Cooler Temperature Sensor Circuit High Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P007E,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P007F,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation,Fuel and Air Metering,Medium,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0080,Exhaust Valve Control Solenoid Circuit High Bank 1,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0081,Intake Valve Control Solenoid Circuit Bank 2,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0082,Intake Valve Control Solenoid Circuit Low Bank 2,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit Low Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0083,Intake Valve Control Solenoid Circuit High Bank 2,Fuel and Air Metering,Medium,Intake Valve Control Solenoid Circuit High Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0084,Exhaust Valve Control Solenoid Circuit Bank 2,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0085,Exhaust Valve Control Solenoid Circuit Low Bank 2,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit Low Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0086,Exhaust Valve Control Solenoid Circuit High Bank 2,Fuel and Air Metering,Medium,Exhaust Valve Control Solenoid Circuit High Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0087,Fuel Rail/System Pressure - Too Low Bank 1,Fuel and Air Metering,Medium,Fuel Rail/System Pressure - Too Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0088,Fuel Rail/System Pressure - Too High Bank 1,Fuel and Air Metering,Medium,Fuel Rail/System Pressure - Too High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0089,Fuel Pressure Regulator A Performance,Fuel and Air Metering,Medium,Fuel Pressure Regulator A Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
